Delivery;Created by;Time;Created on;SDst;ShPt;Sorg;DlvTy;Pl GI date;Loadg Date;TrpPlanDt;Deliv Date;Pick Date;IncoT;Route;DocCa;FacCal;DPrio;SC;Ship-to;Sold-to pt;Total Weight;Net weight;WUn;NoPk;At;Billing Date;Route;Curr;Soff;Combination criteria for delivery;Changed by;Chngd on;CCAr;Cred acct;Cred;Credrepgrp;Risk category;Doc Date;AcGI date;Net value;Pick time;TP Time;Loadg Time;GI Time;Distance;Dis;Veh Plate No;Gross Weight GVM;Tare Weight;TareCompl;Weighcomp;Time Ticket Printed;User Name;Weigh Bridge Number;Terminal;Driver;NAWI Serial Number;Confirm
10000;Pennington.Joseph;01:00:00;2128-01-10;GBB136;;;YD09;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;EXW;GB3938;J;GB;3;07;0076523586;1327672457;0,489;0,489;TO;51;01:00:00;2128-01-10;GB3938;GBP;;0460;Williamson.Jerry;2128-01-10;GB00;;M23;;GBP;;;63,88;01:00:00;01:00:00;01:00:00;01:00:00;;;ffbdptlg;12,913;22,878;;;01:00:00;Hancock.Kim;3;0A4B3513;Huffman.Leroy;512815;4659518
10000;Pennington.Joseph;01:00:00;2128-01-10;GBB136;;;YD09;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB3938;J;GB;3;07;0076523586;1327672457;0,270;0,270;TO;51;01:00:00;2128-01-10;GB3938;GBP;;0550;Williamson.Jerry;2128-01-10;GB00;;M23;;GBP;;;25,87;01:00:00;01:00:00;01:00:00;01:00:00;;;zajdwzhr;-23,352;-9,557;;;01:00:00;Swanson.Hannah;11;0A4B1352;Woodward.Lee;;1258605
10000;Pennington.Joseph;01:00:00;2128-01-10;GBB136;;;YD09;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;EXW;GB5123;J;GB;3;07;0076523586;1756165310;0,627;0,627;KG;51;01:00:00;2128-01-10;GB5123;EUR;;0020;Pace.Anthony;2128-01-10;GB00;;M00;;GBH;;;270.482,86;01:00:00;01:00:00;01:00:00;01:00:00;;;tpgjrdnm;27,864;-7,985;;;01:00:00;Ellis.Kim;3;0A4B9960;Berger.Vickie;323878;2171914
10000;Pennington.Joseph;01:00:00;2128-01-10;GBB136;;;YD09;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB4121;J;GB;3;07;0076523586;1260290990;993,630;993,630;TO;51;01:00:00;2128-01-10;GB4121;US;;0020;Hernandez.Doug;2128-01-10;GB00;;M74;;GBC;;;291.621,82;01:00:00;01:00:00;01:00:00;01:00:00;;;gwpdgfhp;72,435;17,009;X;;01:00:00;Suarez.Erika;3;;Herrera.Gloria;;8830577
10000;Browning.Sean;01:00:00;2128-01-10;GBB136;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB3876;J;GB;3;07;0076523586;1260290990;317,001;317,001;TO;51;01:00:00;2128-01-10;GB3876;GBP;;0020;Flynn.Crystal;2128-01-29;GB00;;M74;;GBC;;;260.653,95;01:00:00;01:00:00;01:00:00;01:00:00;;;rzkxgzan;42,923;0,876;;;01:00:00;Herring.Lindsay;3;0A4B4298;Tyler.Cassandra;;0
10000;Browning.Sean;01:00:00;2128-01-10;GBB136;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;CFR;GB1576;J;GB;3;07;0076523586;1260290990;328,071;328,071;KG;51;01:00:00;2128-01-10;GB1576;US;;0040;Flynn.Crystal;2128-02-17;GB00;;M74;;GBC;;;260.653,95;01:00:00;01:00:00;01:00:00;01:00:00;;;krpjivxx;41,945;4,194;;;01:00:00;Key.Pat;3;0A4B5879;Wilkerson.Fred;;0
10000;Ellison.Joe;01:00:00;2128-01-10;GBI913;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB6562;J;GB;3;07;0076523586;1260290990;1,180;1,180;KG;51;01:00:00;2128-01-10;GB6562;GBP;;0040;Page.Chris;2128-01-10;GB00;;M74;;GBC;;;173.769,30;01:00:00;01:00:00;01:00:00;01:00:00;;;kccgzevl;-2,004;-2,218;;;01:00:00;Weber.Jeannie;3;0A4B3747;Foreman.Virginia;;6396565
10000;Ellison.Joe;01:00:00;2128-01-10;GBI913;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB9472;J;GB;3;07;0076523586;1150525585;2.450,684;2.450,684;TO;51;01:00:00;2128-01-10;GB9472;EUR;;0760;Phelps.Erin;2128-01-10;GB00;;M81;;GBA;;;398.286,90;01:00:00;01:00:00;01:00:00;01:00:00;;;kjprdvma;1,115;15,009;;X;01:00:00;Rhodes.Rick;3;;Whitfield.Randall;;0644816
10000;Christensen.Marcus;01:00:00;2128-01-10;GBI913;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB0613;J;GB;3;07;0076523586;1360197999;0,321;0,321;KG;51;01:00:00;2128-01-10;GB0613;GBP;;0760;Phelps.Erin;2128-01-10;GB00;;M90;;GBH;;;102.116,76;01:00:00;01:00:00;01:00:00;01:00:00;;;mgkwguae;30,117;-15,661;;;01:00:00;Wood.Trey;3;0A4B5758;Weber.Jeannie;;1543167
10000;Christensen.Marcus;01:00:00;2128-01-10;GBI913;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB0147;J;GB;3;07;0076523586;1360197999;0,301;0,301;KG;51;01:00:00;2128-01-10;GB0147;US;;0430;Phelps.Erin;2128-01-10;GB00;;M90;;GBH;;;102.116,76;01:00:00;01:00:00;01:00:00;01:00:00;;;fqysfuzz;19,583;-7,213;;;01:00:00;Hobbs.Mother;3;;McCall.Lynn;;9217998
10000;Christensen.Marcus;01:00:00;2128-01-10;GBI913;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;CFR;GB0147;J;GB;3;07;0076523586;1553262178;0,654;0,654;TO;51;01:00:00;2128-01-10;GB0147;US;;0550;Coffey.Jane;2128-01-28;GB00;;M82;;GBC;;;315.180,86;01:00:00;01:00:00;01:00:00;01:00:00;;;hpqadibd;-31,383;2,435;;X;01:00:00;McCall.Don;3;0A4B7162;Murphy.Harold;;3044849
10000;Christensen.Marcus;01:00:00;2128-01-10;GBM313;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;EXW;GB4186;J;GB;3;07;0076523586;1553262178;951,050;951,050;TO;51;01:00:00;2128-01-10;GB4186;GBP;;0300;Coffey.Jane;2128-01-10;GB00;;M82;;GBC;;;378.550,56;01:00:00;01:00:00;01:00:00;01:00:00;;;eoiurrts;-24,426;-9,382;;;01:00:00;Navarro.Francis;3;0A4B9894;Wheeler.Ken;;0
10000;Burton.Arthur;01:00:00;2128-01-10;GBM313;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB7477;J;GB;3;07;0076523586;1323974895;607,661;607,661;TO;51;01:00:00;2128-01-10;GB7477;GBP;;0560;Coffey.Jane;2128-01-10;GB00;;M74;;GBH;;;282.581,30;01:00:00;01:00:00;01:00:00;01:00:00;;;wbwccdvr;17,125;-2,539;;;01:00:00;Gross.Tracey;11;0A4B9165;Roberts.Trevor;;6266253
10000;Burton.Arthur;01:00:00;2128-01-10;GBM313;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB3355;J;GB;3;07;0507443792;1626857270;431.800,842;431.800,842;KG;51;01:00:00;2128-01-10;GB3355;EUR;;0100;Raymond.Rocky;2128-01-10;GB00;;M54;;GBM;;;402.352,54;01:00:00;01:00:00;01:00:00;01:00:00;;;asogzdov;-12,698;2,562;;;01:00:00;Wilder.Brett;11;;Fleming.Tim;;0529977
10000;Burton.Arthur;01:00:00;2128-01-10;GBM313;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB9688;J;GB;3;07;0507443792;1756165310;592,181;592,181;TO;51;01:00:00;2128-01-10;GB9688;EUR;;0100;Raymond.Rocky;2128-02-08;GB00;;M00;;GBM;;;100.736,17;01:00:00;01:00:00;01:00:00;01:00:00;;;ksrlpyxa;-0,551;-11,800;;;01:00:00;Tillman.Myron;3;0A4B4432;Macdonald.Brittany;;3940117
10000;Walters.Sandra;01:00:00;2128-01-10;GBZ335;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB1061;J;GB;3;07;0507443792;1756165310;597,889;597,889;TO;51;01:00:00;2128-01-10;GB1061;US;;0670;Delaney.Walter;2128-01-10;GB00;;M00;;GBM;;;379.775,36;01:00:00;01:00:00;01:00:00;01:00:00;;;xteqjyhn;62,634;-7,896;;;01:00:00;Mays.Jody;3;0A4B6358;Gonzales.Shirley;215794;0
10000;Keith.Virginia;01:00:00;2128-01-10;GBZ335;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB3355;J;GB;3;07;0507443792;1076993414;306.500,000;306.500,000;KG;51;01:00:00;2128-01-10;GB3355;EUR;;0000;Ellison.Joe;2128-01-31;GB00;;M27;;GBM;;;133.102,84;01:00:00;01:00:00;01:00:00;01:00:00;;;gpfrcedo;56,163;6,400;;;01:00:00;Page.Chris;3;;Mendez.Tim;;0
10000;Keith.Virginia;01:00:00;2128-01-10;GBZ335;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;EXW;GB1339;J;GB;3;07;0507443792;1076993414;669,660;669,660;TO;51;01:00:00;2128-01-10;GB1339;EUR;;0020;Ellison.Joe;2128-01-15;GB00;;M27;;GBM;;;399.308,52;01:00:00;01:00:00;01:00:00;01:00:00;;;bsetkvyg;30,170;-0,888;X;;01:00:00;Watkins.Brandon;3;0A4B9449;Price.Dallas;;7613486
10000;Keith.Virginia;01:00:00;2128-01-10;GBZ335;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB6942;J;GB;3;07;0507443792;1384190832;449,200;449,200;TO;51;01:00:00;2128-01-10;GB6942;GBP;;0020;Nash.Daniel;2128-01-14;GB00;;M81;;GBM;;;45.809,03;01:00:00;01:00:00;01:00:00;01:00:00;;;dsunvpqv;16,852;11,572;;;01:00:00;Key.Kayla;3;0A4B7007;Shepherd.Erica;;4477598
10000;Keith.Virginia;01:00:00;2128-01-10;GBK161;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;EXW;GB0054;J;GB;3;07;0507443792;1831740610;794.570,401;794.570,401;KG;51;01:00:00;2128-01-10;GB0054;GBP;;0540;Hurley.Ron;2128-01-10;GB00;;M37;;GBP;;;498.629,64;01:00:00;01:00:00;01:00:00;01:00:00;;;cgebpcne;69,712;9,530;;;01:00:00;Yates.Russ;3;;Small.Dale;;2427955
10000;Watts.Marvin;01:00:00;2128-01-10;GBK161;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB0054;J;GB;3;07;0507443792;1831740610;415.200,000;415.200,000;KG;51;01:00:00;2128-01-10;GB0054;GBP;;0560;Rogers.Michael;2128-01-10;GB00;;M37;;GBP;;;106.434,26;01:00:00;01:00:00;01:00:00;01:00:00;;;sionemxo;63,133;4,863;X;;01:00:00;Greene.Jack;3;0A4B2325;Mercado.Howard;;5460068
10000;Watts.Marvin;01:00:00;2128-01-10;GBK161;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB2634;J;GB;3;07;0507443792;1831740610;0,338;0,338;KG;51;01:00:00;2128-01-10;GB2634;GBP;;0260;Rogers.Michael;2128-01-25;GB00;;M37;;GBP;;;106.434,26;01:00:00;01:00:00;01:00:00;01:00:00;;;mzruabjk;2,351;19,439;X;;01:00:00;Santiago.Thelma;11;0A4B5404;Yates.Jon;;0
10000;Watts.Marvin;01:00:00;2128-01-10;GBK161;;;YD01;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB8583;J;GB;3;07;0507443792;1831740610;916,090;916,090;TO;51;01:00:00;2128-01-10;GB8583;GBP;;0910;Rogers.Michael;2128-01-10;GB00;;M37;;GBP;;;106.434,26;01:00:00;01:00:00;01:00:00;01:00:00;;;pouwjwwi;25,842;-11,037;X;;01:00:00;Wiggins.Shirley;3;0A4B9204;Watkins.Brandon;;2162320
10000;Washington.Taylor;01:00:00;2128-01-10;GBK161;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;CFR;GB2067;J;GB;3;07;0507443792;1776691474;761.897,702;761.897,702;KG;51;01:00:00;2128-01-10;GB2067;EUR;;0910;Rogers.Michael;2128-02-02;GB00;;M58;;GBP;;;505.261,78;01:00:00;01:00:00;01:00:00;01:00:00;;;sgitpyel;-14,093;6,407;;;01:00:00;Wiggins.Shirley;3;0A4B2321;Conway.Gloria;;5921898
10000;Washington.Taylor;01:00:00;2128-01-10;GBK161;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB7964;J;GB;3;07;1024904055;1272500123;2.892,901;2.892,901;TO;51;01:00:00;2128-01-10;GB7964;GBP;;0500;Rogers.Michael;2128-01-31;GB00;;M48;;GBP;;;266.033,62;01:00:00;01:00:00;01:00:00;01:00:00;;;klibecxz;-9,914;3,611;;;01:00:00;Kent.Brittany;3;;Dillon.Duane;;8652475
10000;Blankenship.Floyd;01:00:00;2128-01-10;GBK161;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;CFR;GB6759;J;GB;3;07;1024904055;1340299791;1.918,136;1.918,136;TO;51;01:00:00;2128-01-10;GB6759;US;;0080;Rogers.Michael;2128-01-10;GB00;;M18;;GBA;;;428.793,30;01:00:00;01:00:00;01:00:00;01:00:00;;;xdgggfqm;24,651;5,577;;;01:00:00;Franklin.Kristy;11;0A4B9187;Gay.Alice;;0
10000;Blankenship.Floyd;01:00:00;2128-01-10;GBK161;;;YD07;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB6759;J;GB;3;07;1984723684;1340299791;900,910;900,910;TO;51;01:00:00;2128-01-10;GB6759;US;;0090;Maxwell.Grace;2128-01-25;GB00;;M18;;GBA;;;142.931,10;01:00:00;01:00:00;01:00:00;01:00:00;;;toxfpigb;25,340;0,346;;;01:00:00;Franklin.Kristy;3;0A4B5627;Baird.Unborn;;0
10000;Blankenship.Floyd;01:00:00;2128-01-10;GBK161;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB3234;J;GB;3;07;1984723684;1340299791;378.469,521;378.469,521;TO;51;01:00:00;2128-01-10;GB3234;GBP;;0040;Ellison.Joe;2128-02-17;GB00;;M18;;GBA;;;465.955,39;01:00:00;01:00:00;01:00:00;01:00:00;;;zykobhmw;16,179;-3,106;;X;01:00:00;Banks.Mandy;3;;Preston.Judy;687884;5854664
10000;Blankenship.Floyd;01:00:00;2128-01-10;GBK161;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB3234;J;GB;3;07;1984723684;1340299791;399,020;399,020;TO;51;01:00:00;2128-01-10;GB3234;GBP;;0040;Ellison.Joe;2128-01-10;GB00;;M18;;GBA;;;142.931,10;01:00:00;01:00:00;01:00:00;01:00:00;;;vanhkpnb;32,212;10,413;;;01:00:00;Simpson.Danny;3;;Perry.Allison;763650;0
10000;Sheppard.Billy;01:00:00;2128-01-10;GBK161;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;EXW;GB4693;J;GB;3;07;1984723684;1340299791;348,300;348,300;TO;51;01:00:00;2128-01-10;GB4693;GBP;;0560;Myers.Brianna;2128-01-10;GB00;;M18;;GBA;;;142.931,10;01:00:00;01:00:00;01:00:00;01:00:00;;;sajfirky;70,174;2,697;;;01:00:00;Simpson.Danny;11;0A4B7052;Rodriguez.Nathan;986980;4284973
10000;Sheppard.Billy;01:00:00;2128-01-10;GBK161;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB4782;J;GB;3;07;1984723684;1340299791;848,641;848,641;TO;51;01:00:00;2128-01-10;GB4782;EUR;;0530;Hopper.Angel;2128-01-27;GB00;;M18;;GBA;;;571.724,40;01:00:00;01:00:00;01:00:00;01:00:00;;;hwrmsfnq;-4,206;0,422;;X;01:00:00;Simpson.Danny;11;;Blankenship.Floyd;;0
10000;Houston.Mother;01:00:00;2128-01-10;GBH539;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB0914;J;GB;3;07;1984723684;1340299791;0,782;0,782;KG;51;01:00:00;2128-01-10;GB0914;EUR;;0770;Logan.Sandy;2128-01-18;GB00;;M18;;GBA;;;428.793,30;01:00:00;01:00:00;01:00:00;01:00:00;;;egrbhrqq;22,577;4,094;;;01:00:00;Bernard.Rex;11;0A4B4231;Britt.Tamara;;0
10000;Norman.Dave;01:00:00;2128-01-10;GBH539;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB8569;J;GB;3;07;1984723684;1340299791;0,839;0,839;KG;51;01:00:00;2128-01-10;GB8569;EUR;;0000;Fernandez.Andy;2128-03-02;GB00;;M18;;GBH;;;98.954,06;01:00:00;01:00:00;01:00:00;01:00:00;;;vtaszxvp;0,768;-4,907;;;01:00:00;Dorsey.Vernon;3;;Buckley.Sandy;;0984994
10000;Norman.Dave;01:00:00;2128-01-10;GBH539;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB8569;J;GB;3;07;1984723684;1340299791;0,367;0,367;KG;51;01:00:00;2128-01-10;GB8569;EUR;;0000;Shepherd.Erica;2128-01-10;GB00;;M18;;GBH;;;53,06;01:00:00;01:00:00;01:00:00;01:00:00;;;krlasxsb;45,240;-7,690;;;01:00:00;Dorsey.Vernon;3;0A4B7422;Talley.Greg;;0
10000;Norman.Dave;01:00:00;2128-01-10;GBH539;;;YD04;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB7710;J;GB;3;07;1984723684;1340299791;452,187;452,187;TO;51;01:00:00;2128-01-10;GB7710;US;;0850;O'neil.Pat;2128-02-11;GB00;;M18;;GBH;;;136,04;01:00:00;01:00:00;01:00:00;01:00:00;;;abrbmark;51,102;1,829;X;;01:00:00;Blankenship.Floyd;3;;Britt.Tamara;;3214636
10000;Norman.Dave;01:00:00;2128-01-10;GBH539;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB8365;J;GB;3;07;1984723684;1340299791;465.187,433;465.187,433;TO;51;01:00:00;2128-01-10;GB8365;EUR;;0120;Aguilar.Stephen;2128-03-10;GB00;;M18;;GBH;;;153,04;01:00:00;01:00:00;01:00:00;01:00:00;;;kdoonndf;-6,523;-8,328;;;01:00:00;Roach.Drew;11;;Fernandez.Shanna;243657;0
10000;Norman.Dave;01:00:00;2128-01-10;GBH539;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB8365;J;GB;3;07;1984723684;1340299791;0,217;0,217;TO;51;01:00:00;2128-01-10;GB8365;EUR;;0500;Murray.Jill;2128-02-27;GB00;;M18;;GBH;;;68,02;01:00:00;01:00:00;01:00:00;01:00:00;;;nyusgudk;33,583;12,869;;;01:00:00;Gross.Tracey;11;;Brown.Sherry;;0
10000;Avila.Janet;01:00:00;2128-01-10;GBH539;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB9008;J;GB;3;07;1984723684;1340299791;399,273;399,273;TO;51;01:00:00;2128-01-10;GB9008;US;;0950;Becker.Bobbie;2128-02-02;GB00;;M18;;GBH;;;119.164,62;01:00:00;01:00:00;01:00:00;01:00:00;;;izunrxig;-10,932;1,934;X;;01:00:00;Wilkins.Dawn;3;0A4B7525;Good.Nick;;8593034
10000;Avila.Janet;01:00:00;2128-01-10;GBH539;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB9008;J;GB;3;07;0660127096;1340299791;389,650;389,650;TO;51;01:00:00;2128-01-10;GB9008;US;;0090;Dominguez.Denise;2128-02-17;GB00;;M18;;GBH;;;119.096,60;01:00:00;01:00:00;01:00:00;01:00:00;;;qpdhfann;16,632;3,828;;;01:00:00;Reilly.Eva;3;;Pierce.Carolyn;;0
10000;Avila.Janet;01:00:00;2128-01-10;GBH539;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB0530;J;GB;3;07;0660127096;1360197999;319.700,000;319.700,000;KG;51;01:00:00;2128-01-10;GB0530;GBP;;0530;Dominguez.Denise;2128-01-10;GB00;;M90;;GBP;;;115.968,20;01:00:00;01:00:00;01:00:00;01:00:00;;;txhtmufv;22,108;8,755;;;01:00:00;Castillo.Terry;3;;Garza.Dale;;9253262
10000;Avila.Janet;01:00:00;2128-01-10;GBH539;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB7222;J;GB;3;07;0660127096;1323974895;1.121,505;1.121,505;TO;51;01:00:00;2128-01-10;GB7222;US;;0410;Dominguez.Denise;2128-01-11;GB00;;M74;;GBP;;;529.335,51;01:00:00;01:00:00;01:00:00;01:00:00;;;jyejpicc;-53,002;3,834;;;01:00:00;Baker.William;3;;Valentine.Jill;;0
10000;Avila.Janet;01:00:00;2128-01-10;GBH539;;;YD06;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB8365;J;GB;3;07;0175651001;1676306664;150,100;150,100;KG;51;01:00:00;2128-01-10;GB8365;GBP;;0550;Dominguez.Denise;2128-01-30;GB00;;M75;;GBC;;;104,61;01:00:00;01:00:00;01:00:00;01:00:00;;;wxrtwapg;59,887;2,088;;;01:00:00;Baker.William;3;0A4B8860;Stanley.Connie;;9649986
10000;Avila.Janet;01:00:00;2128-01-10;GBH539;;;YD06;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB8342;J;GB;3;07;0175651001;1676306664;2.525,770;2.525,770;TO;51;01:00:00;2128-01-10;GB8342;US;;0030;Hurst.Nicholas;2128-02-02;GB00;;M75;;GBH;;;500.517,20;01:00:00;01:00:00;01:00:00;01:00:00;;;zzjcrnuu;29,401;-26,506;;;01:00:00;Baker.William;11;0A4B3119;Franklin.Johnny;;0
10000;Avila.Janet;01:00:00;2128-01-10;GBK319;;;YD06;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB6589;J;GB;3;07;0175651001;1661307432;454,090;454,090;TO;51;01:00:00;2128-01-10;GB6589;GBP;;0090;Hurst.Nicholas;2128-02-01;GB00;;M37;;GBA;;;17.780,45;01:00:00;01:00:00;01:00:00;01:00:00;;;eudmlvuf;-9,179;8,034;;;01:00:00;Russo.Kathleen;3;;Dotson.Krista;294407;1005208
10000;Avila.Janet;01:00:00;2128-01-10;GBL332;;;YD06;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;CFR;GB0247;J;GB;3;07;0175651001;1661307432;1.638,280;1.638,280;TO;51;01:00:00;2128-01-10;GB0247;US;;0520;Page.Chris;2128-02-14;GB00;;M37;;GBA;;;271.786,94;01:00:00;01:00:00;01:00:00;01:00:00;;;zchnzcpx;14,850;-8,556;;;01:00:00;Burns.Heath;3;;Mills.Benjamin;;8145686
10000;Wolfe.Willie;01:00:00;2128-01-10;GBL332;;;YD06;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;CFR;GB4512;J;GB;3;07;0175651001;1661307432;1.367,580;1.367,580;TO;51;01:00:00;2128-01-10;GB4512;US;;0950;Garrett.Jake;2128-01-26;GB00;;M37;;GBA;;;76.201,95;01:00:00;01:00:00;01:00:00;01:00:00;;;yanfzymz;35,426;1,534;;;01:00:00;Sanchez.Erin;11;;Ferrell.Myron;527486;0
10000;Wolfe.Willie;01:00:00;2128-01-10;GBL332;;;YD06;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;EXW;GB7355;J;GB;3;07;0175651001;1661307432;0,617;0,617;TO;51;01:00:00;2128-01-10;GB7355;EUR;;0530;Garrett.Jake;2128-01-10;GB00;;M37;;GBA;;;169.337,66;01:00:00;01:00:00;01:00:00;01:00:00;;;jcyutueq;42,980;9,994;X;;01:00:00;Cervantes.Chuck;11;0A4B3236;Payne.Darla;;0
10000;Wolfe.Willie;01:00:00;2128-01-10;GBL332;;;YD06;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB1816;J;GB;3;07;0175651001;1075831463;265.550,375;265.550,375;TO;51;01:00:00;2128-01-10;GB1816;EUR;;0240;Buckner.Christy;2128-01-24;GB00;;M82;;GBA;;;599.751,42;01:00:00;01:00:00;01:00:00;01:00:00;;;iatjvnox;8,991;0,442;;;01:00:00;Crosby.Ron;3;;Fitzpatrick.Summer;490014;3784478
10000;Wolfe.Willie;01:00:00;2128-01-10;GBL332;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB1834;J;GB;3;07;0175651001;1075831463;0,642;0,642;KG;51;01:00:00;2128-01-10;GB1834;GBP;;0520;Koch.Amber;2128-01-12;GB00;;M82;;GBA;;;164.275,25;01:00:00;01:00:00;01:00:00;01:00:00;;;qedkmpcw;31,890;4,362;;;01:00:00;Crosby.Ron;3;;Serrano.Robin;;0
10000;Wolfe.Willie;01:00:00;2128-01-10;GBL332;;;YD02;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB7694;J;GB;3;07;0175651001;1075831463;0,408;0,408;TO;51;01:00:00;2128-01-10;GB7694;EUR;;0260;Koch.Amber;2128-01-10;GB00;;M82;;GBA;;;295.991,44;01:00:00;01:00:00;01:00:00;01:00:00;;;ejyqqdtv;16,742;-8,553;X;;01:00:00;Franklin.Johnny;3;0A4B7000;Mullins.Jimmy;;0
10000;Robinson.Carmen;01:00:00;2128-01-10;GBL332;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB2149;J;GB;3;07;0175651001;1143654364;2.788,944;2.788,944;TO;51;01:00:00;2128-01-10;GB2149;GBP;;0850;Gill.Autumn;2128-02-26;GB00;;M83;;GBA;;;637.382,86;01:00:00;01:00:00;01:00:00;01:00:00;;;sxloiisw;15,027;-8,817;;X;01:00:00;Day.Rod;3;0A4B5252;Irwin.Wyatt;730939;0
10000;Robinson.Carmen;01:00:00;2128-01-10;GBL332;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;EXW;GB1419;J;GB;3;07;0175651001;1143654364;0,611;0,611;TO;51;01:00:00;2128-01-10;GB1419;US;;0490;Gill.Autumn;2128-01-10;GB00;;M83;;GBA;;;164.205,34;01:00:00;01:00:00;01:00:00;01:00:00;;;ztnkptdr;-16,904;6,662;;;01:00:00;Hood.Andrea;3;;Kennedy.Alisha;;4231212
10000;Robinson.Carmen;01:00:00;2128-01-10;GBL332;;;YD05;2128-01-10;2128-01-10;2128-01-10;2128-01-10;2128-01-10;;GB9742;J;GB;3;07;0175651001;1143654364;306,778;306,778;KG;51;01:00:00;2128-01-10;GB9742;EUR;;0190;Valentine.Jill;2128-02-01;GB00;;M83;;GBA;;;513.141,68;01:00:00;01:00:00;01:00:00;01:00:00;;;xwpsxmwu;-17,528;4,979;;;01:00:00;Wheeler.Ken;11;0A4B4573;Maxwell.Grace;;0
